Epoch: 0; Loss: 0.6079966672305954; Val_loss: 0.5652828163334301
Epoch: 1; Loss: 0.5571091721177767; Val_loss: 0.5511969853015173
Epoch: 2; Loss: 0.5464480532614212; Val_loss: 0.5430472429309573
Epoch: 3; Loss: 0.5418156135681621; Val_loss: 0.5393889261380075
Epoch: 4; Loss: 0.5390112443343221; Val_loss: 0.5373138767622766
Epoch: 5; Loss: 0.535703893813341; Val_loss: 0.5357419153054556
Epoch: 6; Loss: 0.5342598307732097; Val_loss: 0.5337240894635519
Epoch: 7; Loss: 0.5326720372924592; Val_loss: 0.5321058199282677
Epoch: 8; Loss: 0.531249529156605; Val_loss: 0.530993661591931
Epoch: 9; Loss: 0.5307164405311287; Val_loss: 0.531723379970543
Epoch: 10; Loss: 0.5292764622405921; Val_loss: 0.5299234177385058
Epoch: 11; Loss: 0.5290922099651572; Val_loss: 0.530152557033395
Epoch: 12; Loss: 0.5281916686942457; Val_loss: 0.5285199070497165
Epoch: 13; Loss: 0.5274108115521223; Val_loss: 0.5275770248401732
Epoch: 14; Loss: 0.5269294081453505; Val_loss: 0.5270071871696956
Epoch: 15; Loss: 0.5263926783087534; Val_loss: 0.526584521409065
Epoch: 16; Loss: 0.5263433469740372; Val_loss: 0.5264755634088365
Epoch: 17; Loss: 0.5255872613890877; Val_loss: 0.5260618592775057
Epoch: 18; Loss: 0.5253729760313833; Val_loss: 0.5254914249692645
Epoch: 19; Loss: 0.5247317259538107; Val_loss: 0.5250606786400552
Epoch: 20; Loss: 0.5243634821316383; Val_loss: 0.5251065259651532
Epoch: 21; Loss: 0.5244817134388332; Val_loss: 0.5248130996312413
Epoch: 22; Loss: 0.5237017300541841; Val_loss: 0.5277064628307782
Epoch: 23; Loss: 0.5235584481468414; Val_loss: 0.5238905965335785
Epoch: 24; Loss: 0.5234638981978986; Val_loss: 0.5245755083031125
Epoch: 25; Loss: 0.5228986367167041; Val_loss: 0.5238468045043567
Epoch: 26; Loss: 0.5231721704232626; Val_loss: 0.5232131791020197
Epoch: 27; Loss: 0.5224120783406263; Val_loss: 0.5229621639563924
Epoch: 28; Loss: 0.5227303012123321; Val_loss: 0.5228573200958115
Epoch: 29; Loss: 0.5220502555037344; Val_loss: 0.5230767057528571
Epoch: 30; Loss: 0.5221982035556985; Val_loss: 0.5225464171833463
Epoch: 31; Loss: 0.521616129901822; Val_loss: 0.522256870473188
Epoch: 32; Loss: 0.521614423677242; Val_loss: 0.5220767570629953
Epoch: 33; Loss: 0.5214331363166511; Val_loss: 0.5222872527582305
Epoch: 34; Loss: 0.5212020048216068; Val_loss: 0.5219962411220112
Epoch: 35; Loss: 0.5210688596997182; Val_loss: 0.5217732408690074
Epoch: 36; Loss: 0.5209175588032386; Val_loss: 0.5218998559174084
Epoch: 37; Loss: 0.5210095281041535; Val_loss: 0.5218905197486045
Epoch: 38; Loss: 0.5205956980502805; Val_loss: 0.5212513811531521
Epoch: 39; Loss: 0.5204357091940981; Val_loss: 0.5210074599063585
Epoch: 40; Loss: 0.5203732818198603; Val_loss: 0.5208673802396607
Epoch: 41; Loss: 0.5203485628746075; Val_loss: 0.5208655277651454
Epoch: 42; Loss: 0.5201268179456615; Val_loss: 0.5206263403570841
Epoch: 43; Loss: 0.5199594484361191; Val_loss: 0.520441016389264
Epoch: 44; Loss: 0.5198908115232457; Val_loss: 0.5207232528972248
Epoch: 45; Loss: 0.5198149081714992; Val_loss: 0.5204614565249474
Epoch: 46; Loss: 0.5200714295802835; Val_loss: 0.5214383210691195
Epoch: 47; Loss: 0.5195658596534303; Val_loss: 0.5201885249643099
Epoch: 48; Loss: 0.5193392687669679; Val_loss: 0.5200614631175995
Epoch: 49; Loss: 0.5192304167001607; Val_loss: 0.5198154123056502
Epoch: 50; Loss: 0.5194542977397002; Val_loss: 0.519696961437899
Epoch: 51; Loss: 0.5190344033294549; Val_loss: 0.5196682606188078
Epoch: 52; Loss: 0.5191585205120748; Val_loss: 0.5196644028737432
Epoch: 53; Loss: 0.518913198782745; Val_loss: 0.5195085990523535
Epoch: 54; Loss: 0.5188019145800414; Val_loss: 0.5195015535231621
Epoch: 55; Loss: 0.5191377557855744; Val_loss: 0.51941541026509
Epoch: 56; Loss: 0.5184611155334131; Val_loss: 0.5205709588906121
Epoch: 57; Loss: 0.5188106431641393; Val_loss: 0.5202353772899461
Epoch: 58; Loss: 0.5184147764184621; Val_loss: 0.5190502361409248
Epoch: 59; Loss: 0.5187408564476993; Val_loss: 0.5191740051858009
Epoch: 60; Loss: 0.5181900169596326; Val_loss: 0.5190719577764707
Epoch: 61; Loss: 0.518171442953568; Val_loss: 0.5202167890374623
Epoch: 62; Loss: 0.5182281059925783; Val_loss: 0.5186739446861404
Epoch: 63; Loss: 0.5180980889490863; Val_loss: 0.518683193340188
Epoch: 64; Loss: 0.5180811748824306; Val_loss: 0.5188435601100089
Epoch: 65; Loss: 0.5178658665891466; Val_loss: 0.5184565132099485
Epoch: 66; Loss: 0.5179140877457304; Val_loss: 0.518580286394036
Epoch: 67; Loss: 0.5177816382333553; Val_loss: 0.5184251974735942
Epoch: 68; Loss: 0.5176374709139989; Val_loss: 0.5182538185091246
Epoch: 69; Loss: 0.5176259069469388; Val_loss: 0.5184406982291312
Epoch: 70; Loss: 0.5175691376851258; Val_loss: 0.5181057248560209
Epoch: 71; Loss: 0.5175881402452565; Val_loss: 0.5187338330442943
Epoch: 72; Loss: 0.5178741426441257; Val_loss: 0.5185041877012404
Epoch: 73; Loss: 0.5172349634117255; Val_loss: 0.5180797172444207
Epoch: 74; Loss: 0.5173310567546823; Val_loss: 0.5180280396626109
Epoch: 75; Loss: 0.5172257932870747; Val_loss: 0.518113431239885
Epoch: 76; Loss: 0.5172979881643583; Val_loss: 0.5180051081946918
Epoch: 77; Loss: 0.5170716163832382; Val_loss: 0.5178205331876164
Epoch: 78; Loss: 0.517443141124768; Val_loss: 0.5177886216413408
Epoch: 79; Loss: 0.5168938453637022; Val_loss: 0.517731540378124
Epoch: 80; Loss: 0.5168747752072425; Val_loss: 0.5175731326379474
Epoch: 81; Loss: 0.5172083464414714; Val_loss: 0.5174892087067876
Epoch: 82; Loss: 0.5167335574853353; Val_loss: 0.5175023410055373
Epoch: 83; Loss: 0.5167195101024052; Val_loss: 0.5184405112550372
Epoch: 84; Loss: 0.5167784018223512; Val_loss: 0.5173177320569281
Epoch: 85; Loss: 0.5166257776361604; Val_loss: 0.5173703754941622
Epoch: 86; Loss: 0.5167845667407499; Val_loss: 0.5174936358890836
Epoch: 87; Loss: 0.5165522697917576; Val_loss: 0.5172481574709453
Epoch: 88; Loss: 0.5164869227888864; Val_loss: 0.517354259178752
Epoch: 89; Loss: 0.5164970682319983; Val_loss: 0.5171112836826415
Epoch: 90; Loss: 0.5164323182745353; Val_loss: 0.5172017726396757
Epoch: 91; Loss: 0.516362663420885; Val_loss: 0.517131091701606
Epoch: 92; Loss: 0.5164005406741989; Val_loss: 0.5173755697314701
Epoch: 93; Loss: 0.5165567784336026; Val_loss: 0.5168573919033247
Epoch: 94; Loss: 0.5161962189487905; Val_loss: 0.5173391453803532
Epoch: 95; Loss: 0.5161051666936395; Val_loss: 0.5168242896833117
Epoch: 96; Loss: 0.5160248452724692; Val_loss: 0.5168109630781507
Epoch: 97; Loss: 0.5161027282309931; Val_loss: 0.5169008675785292
Epoch: 98; Loss: 0.5162605513407531; Val_loss: 0.5172019021378623
Epoch: 99; Loss: 0.5159102112221319; Val_loss: 0.5166745774802708
Epoch: 100; Loss: 0.5159427560241528; Val_loss: 0.5165406735170455
Epoch: 101; Loss: 0.5158771166588341; Val_loss: 0.5165299475193024
Epoch: 102; Loss: 0.5161181668329505; Val_loss: 0.5168868484241622
Epoch: 103; Loss: 0.5156360981184677; Val_loss: 0.5169673701600422
Epoch: 104; Loss: 0.5157769232488877; Val_loss: 0.516455196790279
Epoch: 105; Loss: 0.5156894609248838; Val_loss: 0.5164219130362783
Epoch: 106; Loss: 0.5156158218836652; Val_loss: 0.5165980317526393
Epoch: 107; Loss: 0.5156442682836309; Val_loss: 0.516315178029121
Epoch: 108; Loss: 0.5156016739387086; Val_loss: 0.5162575027299305
Epoch: 109; Loss: 0.5156423639318797; Val_loss: 0.5165816176505316
Epoch: 110; Loss: 0.5154873542279504; Val_loss: 0.5163828520074724
Epoch: 111; Loss: 0.515505740429436; Val_loss: 0.5161083050900035
Epoch: 112; Loss: 0.5157021993365367; Val_loss: 0.5163211043155382
Epoch: 113; Loss: 0.5152115765230616; Val_loss: 0.5160102261200784
Epoch: 114; Loss: 0.5153524829022711; Val_loss: 0.5160188816842579
Epoch: 115; Loss: 0.5152613187635411; Val_loss: 0.5169765221930686
Epoch: 116; Loss: 0.5154535787065602; Val_loss: 0.5159331961047082
Epoch: 117; Loss: 0.5152375315154731; Val_loss: 0.5163773676705739
Epoch: 118; Loss: 0.515105533866243; Val_loss: 0.5163602211645671
Epoch: 119; Loss: 0.5151194510513177; Val_loss: 0.5159373241994116
Epoch: 120; Loss: 0.5151118243206813; Val_loss: 0.5158971684083106
Epoch: 121; Loss: 0.5150628006658075; Val_loss: 0.5159759911752883
Epoch: 122; Loss: 0.5150254545265069; Val_loss: 0.5163491222830046
Epoch: 123; Loss: 0.5150125805892092; Val_loss: 0.5161372425537261
Epoch: 124; Loss: 0.51494779333722; Val_loss: 0.5160893069373237
Epoch: 125; Loss: 0.5149306594992483; Val_loss: 0.5157360239397912
Epoch: 126; Loss: 0.5149527272032626; Val_loss: 0.5158653650728483
Epoch: 127; Loss: 0.5148541114849752; Val_loss: 0.5157142780602925
Epoch: 128; Loss: 0.514850211210091; Val_loss: 0.5156382265545073
Epoch: 129; Loss: 0.5148321113772898; Val_loss: 0.5155348167532966
Epoch: 130; Loss: 0.5146200473748106; Val_loss: 0.5154127632341687
Epoch: 131; Loss: 0.5147384082138872; Val_loss: 0.5154437627347689
Epoch: 132; Loss: 0.5149123055974865; Val_loss: 0.51580039849357
Epoch: 133; Loss: 0.5145777533840201; Val_loss: 0.5154801208585028
Epoch: 134; Loss: 0.5145912869682525; Val_loss: 0.5154165254225807
Epoch: 135; Loss: 0.5145333036364124; Val_loss: 0.515297182613895
Epoch: 136; Loss: 0.5145542371872417; Val_loss: 0.5153354308198369
Epoch: 137; Loss: 0.5144650729674867; Val_loss: 0.5152866400423504
Epoch: 138; Loss: 0.5145303147465157; Val_loss: 0.5151312741495314
Epoch: 139; Loss: 0.5144038137110918; Val_loss: 0.5151977666786739
Epoch: 140; Loss: 0.5144024674452883; Val_loss: 0.5151207649282047
Epoch: 141; Loss: 0.5143510199791892; Val_loss: 0.5154023813822913
Epoch: 142; Loss: 0.5143617977643146; Val_loss: 0.5158178217354275
Epoch: 143; Loss: 0.5143020216313154; Val_loss: 0.5155876265868308
Epoch: 144; Loss: 0.5142946952548106; Val_loss: 0.5151374137827328
Epoch: 145; Loss: 0.5143232392199213; Val_loss: 0.5154375673996078
Epoch: 146; Loss: 0.5142971790036676; Val_loss: 0.5150293866320262
Epoch: 147; Loss: 0.5141838182950152; Val_loss: 0.515049627257718
Epoch: 148; Loss: 0.5141275851420184; Val_loss: 0.514927803050904
Epoch: 149; Loss: 0.5140494814132179; Val_loss: 0.5148576889482755
Epoch: 150; Loss: 0.5141685538451765; Val_loss: 0.5151962889801889
Epoch: 151; Loss: 0.5140073076306775; Val_loss: 0.5148170744142835
Epoch: 152; Loss: 0.5140973126422094; Val_loss: 0.5151116385582893
Epoch: 153; Loss: 0.5140154111984722; Val_loss: 0.5147436210323894
Epoch: 154; Loss: 0.5140025236087138; Val_loss: 0.5148720755463555
Epoch: 155; Loss: 0.5140416678769628; Val_loss: 0.5149069806886097
Epoch: 156; Loss: 0.5138507402142999; Val_loss: 0.5147117565548609
Epoch: 157; Loss: 0.5138672317206526; Val_loss: 0.5147997973457216
Epoch: 158; Loss: 0.5138922400314715; Val_loss: 0.5147336172679114
Epoch: 159; Loss: 0.513788619187957; Val_loss: 0.5146612251798311
Epoch: 160; Loss: 0.5138929259843666; Val_loss: 0.5147008981023516
Epoch: 161; Loss: 0.5137963265014094; Val_loss: 0.5145436433099565
Epoch: 162; Loss: 0.5137773139516735; Val_loss: 0.5147361353276267
Epoch: 163; Loss: 0.5137202769684392; Val_loss: 0.5145851942518401
Epoch: 164; Loss: 0.5136810719300915; Val_loss: 0.5149704171788125
Epoch: 165; Loss: 0.5136928964593557; Val_loss: 0.5144219697704391
Epoch: 166; Loss: 0.5136575855356355; Val_loss: 0.5144523898997004
Epoch: 167; Loss: 0.5137132652645005; Val_loss: 0.5145913448835177
Epoch: 168; Loss: 0.5135272478258144; Val_loss: 0.51434804227144
Epoch: 169; Loss: 0.513589749123131; Val_loss: 0.5143903704389693
Epoch: 170; Loss: 0.51362558217022; Val_loss: 0.5144181331944844
Epoch: 171; Loss: 0.5134948172382803; Val_loss: 0.5143777171061152
Epoch: 172; Loss: 0.5135609221192046; Val_loss: 0.5147217466008096
Epoch: 173; Loss: 0.5135076029340648; Val_loss: 0.514743257846151
Epoch: 174; Loss: 0.5134188456242311; Val_loss: 0.5143636601075293
Epoch: 175; Loss: 0.5135290029994602; Val_loss: 0.5142708099077619
